Chromosome	DMR start	DMR end	DMR length	Methylation state for Condition_A	List of DMCs	Number of DMCs
1	150688793	150688866	73	hypometh	150688793,150688807,150688830,150688857,150688866	5
1	150724021	150724149	128	hypometh	150724021,150724025,150724064,150724104,150724149	5
1	150745718	150745833	115	hypometh	150745718,150745725,150745821,150745833	4
1	150835978	150836072	94	hypermeth	150835978,150835981,150835996,150836006,150836015,150836022,150836028,150836047,150836060,150836072	10
1	150883171	150883250	79	hypermeth	150883171,150883209,150883235,150883246,150883250	5
1	150961761	150961961	200	hypermeth	150961761,150961790,150961811,150961817,150961830,150961871,150961926,150961933,150961942,150961961	10
1	151151117	151151200	83	hypermeth	151151117,151151150,151151200	3
1	151152515	151152584	69	hypermeth	151152515,151152522,151152567,151152584	4
1	151165885	151165915	30	hypermeth	151165885,151165900,151165915	3
1	151166831	151166937	106	hypermeth	151166831,151166837,151166843,151166937	4
1	151451444	151451791	347	hypermeth	151451444,151451517,151451545,151451567,151451632,151451649,151451674,151451762,151451769,151451786,151451791	11
1	151485482	151485624	142	hypometh	151485482,151485497,151485530,151485618,151485624	5
1	151485747	151485806	59	hypometh	151485747,151485753,151485806	3
1	151564976	151565057	81	hypermeth	151564976,151564998,151565001,151565009,151565038,151565045,151565057	7
1	151616485	151616628	143	hypermeth	151616485,151616491,151616541,151616621,151616628	5
1	152298248	152298367	119	hypermeth	152298248,152298296,152298367	3
1	152361517	152361671	154	hypometh	152361517,152361524,152361528,152361615,152361636,152361642,152361649,152361653,152361661,152361667,152361671	11
1	152380915	152381346	431	hypermeth	152380915,152380929,152380948,152380956,152380984,152381011,152381037,152381043,152381052,152381064,152381069,152381076,152381103,152381114,152381123,152381162,152381174,152381177,152381187,152381191,152381196,152381214,152381298,152381326,152381346	25
1	152423184	152423241	57	hypometh	152423184,152423225,152423241	3
1	152454546	152454724	178	hypermeth	152454546,152454565,152454652,152454655,152454701,152454709,152454724	7
1	152509575	152509634	59	hypometh	152509575,152509629,152509634	3
1	152514620	152514721	101	hypometh	152514620,152514635,152514645,152514680,152514699,152514721	6
1	152515402	152515540	138	hypometh	152515402,152515405,152515414,152515417,152515421,152515446,152515505,152515518,152515540	9
1	152652273	152652280	7	hypometh	152652273,152652277,152652280	3
1	152889826	152889937	111	hypermeth	152889826,152889860,152889872,152889877,152889883,152889909,152889913,152889937	8
1	152890039	152890100	61	hypermeth	152890039,152890069,152890076,152890086,152890089,152890100	6
1	153046480	153046573	93	hypometh	153046480,153046496,153046573	3
1	153203395	153203512	117	hypermeth	153203395,153203406,153203417,153203442,153203482,153203486,153203512	7
1	153204784	153204890	106	hypermeth	153204784,153204795,153204820,153204860,153204864,153204890	6
1	153205576	153205616	40	hypermeth	153205576,153205607,153205616	3
1	153207105	153207341	236	hypermeth	153207105,153207117,153207125,153207146,153207163,153207170,153207174,153207204,153207211,153207224,153207235,153207246,153207271,153207311,153207315,153207341	16
1	153208149	153208166	17	hypermeth	153208149,153208156,153208166	3
1	153208980	153209086	106	hypermeth	153208980,153208992,153209021,153209038,153209045,153209049,153209079,153209086	8
1	153210114	153210160	46	hypermeth	153210114,153210139,153210150,153210160	4
1	153211478	153211526	48	hypermeth	153211478,153211503,153211514,153211526	4
1	153212494	153212660	166	hypermeth	153212494,153212506,153212535,153212552,153212559,153212563,153212593,153212600,153212613,153212624,153212635,153212660	12
1	153213663	153213829	166	hypermeth	153213663,153213688,153213699,153213710,153213723,153213730,153213760,153213764,153213771,153213788,153213817,153213829	12
1	153214078	153214192	114	hypermeth	153214078,153214095,153214116,153214121,153214158,153214166,153214186,153214192	8
1	153216232	153216332	100	hypermeth	153216232,153216240,153216270,153216321,153216332	5
1	153217865	153217947	82	hypermeth	153217865,153217887,153217895,153217905,153217924,153217932,153217944,153217947	8
1	153218649	153218772	123	hypermeth	153218649,153218653,153218656,153218669,153218679,153218686,153218689,153218692,153218729,153218741,153218748,153218754,153218758,153218772	14
1	153324581	153324686	105	hypometh	153324581,153324605,153324641,153324686	4
1	153346515	153346569	54	hypermeth	153346515,153346537,153346547,153346557,153346569	5
1	153431914	153432010	96	hypermeth	153431914,153431917,153431923,153431956,153431968,153431983,153431998,153432005,153432010	9
1	153432334	153432371	37	hypermeth	153432334,153432343,153432371	3
1	153799347	153799569	222	hypermeth	153799347,153799356,153799417,153799444,153799447,153799454,153799468,153799476,153799502,153799513,153799533,153799539,153799569	13
1	154028289	154028330	41	hypermeth	154028289,154028299,154028311,154028330	4
1	154028621	154028733	112	hypermeth	154028621,154028647,154028695,154028726,154028733	5
1	154030024	154030100	76	hypermeth	154030024,154030033,154030047,154030062,154030067,154030096,154030100	7
1	154037030	154037363	333	hypermeth	154037030,154037058,154037063,154037068,154037107,154037191,154037270,154037304,154037310,154037313,154037332,154037363	12
1	154038086	154038154	68	hypermeth	154038086,154038125,154038154	3
1	154064203	154064285	82	hypometh	154064203,154064215,154064258,154064272,154064275,154064285	6
1	154082187	154082263	76	hypometh	154082187,154082220,154082224,154082229,154082250,154082263	6
1	154219251	154219365	114	hypermeth	154219251,154219255,154219265,154219283,154219287,154219295,154219315,154219326,154219335,154219365	10
1	154219652	154219824	172	hypermeth	154219652,154219675,154219692,154219696,154219703,154219742,154219748,154219756,154219759,154219802,154219805,154219813,154219824	13
1	154220038	154220194	156	hypermeth	154220038,154220060,154220068,154220076,154220089,154220099,154220109,154220113,154220130,154220150,154220163,154220187,154220194	13
1	154222461	154222506	45	hypermeth	154222461,154222464,154222469,154222484,154222495,154222506	6
1	154222622	154222664	42	hypermeth	154222622,154222637,154222646,154222649,154222652,154222664	6
1	154223078	154223208	130	hypermeth	154223078,154223102,154223106,154223116,154223119,154223135,154223182,154223208	8
1	154267147	154267170	23	hypometh	154267147,154267162,154267170	3
1	154418238	154418318	80	hypometh	154418238,154418257,154418283,154418308,154418311,154418318	6
1	154420545	154420604	59	hypermeth	154420545,154420582,154420590,154420604	4
1	154737090	154737379	289	hypermeth	154737090,154737121,154737136,154737153,154737192,154737280,154737317,154737324,154737354,154737379	10
1	154761230	154761260	30	hypermeth	154761230,154761240,154761260	3
1	154802954	154803179	225	hypermeth	154802954,154802958,154802991,154803013,154803018,154803028,154803034,154803047,154803076,154803079,154803087,154803117,154803120,154803137,154803147,154803166,154803169,154803179	18
1	154960454	154960724	270	hypermeth	154960454,154960480,154960489,154960508,154960525,154960568,154960636,154960702,154960708,154960724	10
1	155031658	155031779	121	hypermeth	155031658,155031697,155031779	3
1	155061334	155061397	63	hypermeth	155061334,155061354,155061361,155061370,155061397	5
1	155142504	155142537	33	hypometh	155142504,155142522,155142537	3
1	155158159	155158196	37	hypometh	155158159,155158168,155158196	3
1	155161872	155162157	285	hypermeth	155161872,155161893,155161930,155161934,155161943,155161961,155161971,155161981,155162008,155162026,155162030,155162049,155162055,155162071,155162082,155162095,155162101,155162107,155162112,155162120,155162127,155162147,155162157	23
1	155178402	155178440	38	hypermeth	155178402,155178414,155178422,155178430,155178440	5
1	155182694	155182733	39	hypermeth	155182694,155182698,155182705,155182713,155182718,155182730,155182733	7
1	155196264	155196345	81	hypometh	155196264,155196325,155196345	3
1	155256726	155256808	82	hypermeth	155256726,155256729,155256808	3
1	155281488	155281563	75	hypermeth	155281488,155281494,155281503,155281512,155281519,155281525,155281529,155281563	8
1	155284502	155284562	60	hypometh	155284502,155284508,155284519,155284542,155284562	5
1	155302730	155302848	118	hypermeth	155302730,155302733,155302740,155302743,155302748,155302757,155302787,155302799,155302848	9
1	155338173	155338210	37	hypermeth	155338173,155338176,155338188,155338192,155338200,155338210	6
1	155338570	155338659	89	hypermeth	155338570,155338617,155338626,155338659	4
1	155406064	155406211	147	hypermeth	155406064,155406069,155406089,155406098,155406101,155406116,155406124,155406139,155406143,155406149,155406155,155406164,155406174,155406179,155406183,155406211	16
1	155450676	155450735	59	hypometh	155450676,155450707,155450735	3
1	155463309	155463348	39	hypometh	155463309,155463334,155463345,155463348	4
1	155535775	155535859	84	hypermeth	155535775,155535792,155535853,155535859	4
1	155681607	155681642	35	hypometh	155681607,155681635,155681642	3
1	155681748	155681758	10	hypometh	155681748,155681754,155681758	3
1	155684401	155684504	103	hypermeth	155684401,155684443,155684483,155684504	4
1	155685156	155685213	57	hypermeth	155685156,155685163,155685176,155685187,155685213	5
1	155685613	155685679	66	hypermeth	155685613,155685653,155685662,155685673,155685676,155685679	6
1	155688992	155689405	413	hypometh	155688992,155689004,155689016,155689075,155689108,155689114,155689171,155689246,155689326,155689361,155689370,155689381,155689405	13
1	155705821	155705884	63	hypometh	155705821,155705842,155705863,155705884	4
1	155714116	155714237	121	hypermeth	155714116,155714196,155714224,155714237	4
1	155741369	155741924	555	hypermeth	155741369,155741375,155741381,155741390,155741393,155741407,155741440,155741446,155741456,155741469,155741494,155741585,155741606,155741612,155741674,155741704,155741723,155741735,155741759,155741793,155741801,155741810,155741816,155741823,155741828,155741838,155741861,155741878,155741884,155741896,155741924	31
1	155742716	155742776	60	hypermeth	155742716,155742731,155742776	3
1	155752474	155752542	68	hypermeth	155752474,155752489,155752499,155752510,155752524,155752538,155752542	7
1	155752740	155752847	107	hypermeth	155752740,155752770,155752776,155752788,155752803,155752806,155752823,155752830,155752837,155752847	10
1	155763403	155763499	96	hypermeth	155763403,155763414,155763448,155763456,155763467,155763472,155763492,155763499	8
1	155775175	155775249	74	hypermeth	155775175,155775211,155775222,155775249	4
1	155775764	155776046	282	hypermeth	155775764,155775803,155775832,155775889,155775908,155775919,155775929,155775932,155775936,155775997,155776003,155776019,155776035,155776040,155776046	15
1	155801873	155802164	291	hypermeth	155801873,155801883,155801895,155801899,155801905,155801948,155801952,155801957,155801973,155802029,155802034,155802039,155802057,155802069,155802076,155802086,155802098,155802101,155802112,155802125,155802131,155802148,155802164	23
1	155802501	155802584	83	hypermeth	155802501,155802517,155802522,155802538,155802574,155802579,155802584	7
1	155816521	155816593	72	hypermeth	155816521,155816524,155816563,155816566,155816589,155816593	6
1	155817095	155817228	133	hypermeth	155817095,155817115,155817132,155817150,155817190,155817199,155817208,155817223,155817228	9
1	155833506	155833725	219	hypermeth	155833506,155833581,155833592,155833662,155833666,155833681,155833684,155833695,155833707,155833725	10
1	155834391	155834496	105	hypermeth	155834391,155834410,155834425,155834428,155834431,155834460,155834481,155834485,155834496	9
1	155834970	155835062	92	hypermeth	155834970,155834989,155835016,155835025,155835033,155835042,155835055,155835062	8
1	155990697	155990754	57	hypermeth	155990697,155990744,155990754	3
1	156336943	156336981	38	hypometh	156336943,156336952,156336964,156336981	4
1	156640579	156640867	288	hypermeth	156640579,156640586,156640593,156640605,156640608,156640615,156640620,156640636,156640686,156640691,156640699,156640704,156640708,156640712,156640749,156640753,156640781,156640784,156640796,156640818,156640831,156640867	22
1	156685375	156685636	261	hypermeth	156685375,156685414,156685435,156685438,156685449,156685465,156685481,156685490,156685499,156685583,156685612,156685622,156685636	13
1	156736660	156736801	141	hypermeth	156736660,156736674,156736722,156736727,156736773,156736801	6
1	156849439	156849491	52	hypermeth	156849439,156849444,156849461,156849478,156849481,156849491	6
1	156863056	156863184	128	hypermeth	156863056,156863076,156863107,156863127,156863146,156863184	6
1	156900034	156900258	224	hypermeth	156900034,156900051,156900079,156900083,156900098,156900105,156900174,156900200,156900258	9
1	156963497	156963734	237	hypermeth	156963497,156963516,156963522,156963565,156963596,156963661,156963676,156963699,156963710,156963725,156963734	11
1	157171112	157171916	804	hypermeth	157171112,157171126,157171143,157171146,157171149,157171153,157171159,157171167,157171170,157171174,157171177,157171188,157171198,157171207,157171215,157171219,157171236,157171240,157171257,157171260,157171272,157171278,157171294,157171310,157171314,157171334,157171359,157171369,157171384,157171387,157171393,157171410,157171414,157171428,157171459,157171468,157171481,157171487,157171495,157171499,157171591,157171600,157171603,157171612,157171618,157171630,157171633,157171650,157171664,157171670,157171680,157171688,157171692,157171700,157171705,157171719,157171723,157171737,157171743,157171772,157171778,157171790,157171793,157171830,157171836,157171850,157171867,157171882,157171889,157171895,157171912,157171916	72
1	157507597	157507666	69	hypermeth	157507597,157507609,157507666	3
1	157588447	157588476	29	hypermeth	157588447,157588458,157588461,157588470,157588476	5
1	157707267	157707305	38	hypermeth	157707267,157707295,157707305	3
1	157907402	157907535	133	hypermeth	157907402,157907417,157907425,157907447,157907496,157907529,157907535	7
1	157926664	157926752	88	hypermeth	157926664,157926673,157926684,157926752	4
1	157940333	157940387	54	hypermeth	157940333,157940349,157940358,157940363,157940376,157940387	6
1	158129094	158129155	61	hypermeth	158129094,158129099,158129114,158129146,158129155	5
1	158153333	158153563	230	hypermeth	158153333,158153351,158153359,158153366,158153382,158153436,158153449,158153484,158153524,158153542,158153563	11
1	158197975	158198038	63	hypermeth	158197975,158198005,158198014,158198032,158198038	5
1	158198458	158198660	202	hypermeth	158198458,158198467,158198498,158198525,158198563,158198660	6
1	158289988	158290086	98	hypermeth	158289988,158289999,158290010,158290030,158290036,158290044,158290057,158290064,158290074,158290086	10
