Chromosome	Position	Coverage	# methylated	% methylated	# overlap	Gene ID	Distance from target	Gene feature	Associated Gene Name	Description	Chromosome Name	Gene Start (bp)	Gene End (bp)	Strand	# overlap	Repeats region	Type	# overlap	CpG islands region	Interval shift	Type
21	69847347	28	1	3.5	2	ENSBTAG00000021199	0	promoter	APOPT1	apoptogenic 1, mitochondrial [Source:HGNC Symbol;Acc:HGNC:20492]	21	69847359	69873999	1				1	21:69846424-69847842	island	CpG:
21	70092800	31	16	51.6														1	21:70092491-70092939	island	CpG:
21	70226556	10	5	50	1	ENSBTAG00000020402	0	intron	TDRD9	tudor domain containing 9 [Source:HGNC Symbol;Acc:HGNC:20122]	21	70123917	70233306	1	1	21:70226203-70227058	LINE				
21	70285412	14	10	71.4	1	ENSBTAG00000017194	0	intron	ASPG	asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]	21	70269910	70292666	1				1	21:70287422-70287635	shelves	CpG:
21	70296948	32	18	56.2	1	ENSBTAG00000017194	+4282		ASPG	asparaginase [Source:HGNC Symbol;Acc:HGNC:20123]	21	70269910	70292666	1				1	21:70295815-70296966	island	CpG:
21	70333047	38	26	68.4	1	ENSBTAG00000021904	0	intron	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	21	70313782	70351845	1				1	21:70333677-70333881	shore	CpG:
21	70336392	17	14	82.3	1	ENSBTAG00000021904	0	intron	KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	21	70313782	70351845	1				1	21:70337509-70337751	shore	CpG:
21	70357381	40	22	55	1	ENSBTAG00000021904	+5536		KIF26A	kinesin family member 26A [Source:HGNC Symbol;Acc:HGNC:20226]	21	70313782	70351845	1				1	21:70357953-70358402	shore	CpG:
21	70541429	11	7	63.6														1	21:70541348-70541981	island	CpG:
21	70642701	10	10	100																	
21	70830436	16	16	100	1	ENSBTAG00000007187	0	intron	INF2	inverted formin, FH2 and WH2 domain containing [Source:HGNC Symbol;Acc:HGNC:23791]	21	70827525	70839732	1				1	21:70829199-70829497	shore	CpG:
21	70848978	25	0	0	1	ENSBTAG00000017616	0	intron	ADSSL1	adenylosuccinate synthase like 1 [Source:HGNC Symbol;Acc:HGNC:20093]	21	70845971	70861972	1							
21	70884882	11	5	45.4	1	ENSBTAG00000017636	0	intron	AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	21	70878138	70895537	-1				1	21:70883255-70883573	shore	CpG:
21	70896548	18	13	72.2	1	ENSBTAG00000017636	+1011		AKT1	AKT serine/threonine kinase 1 [Source:HGNC Symbol;Acc:HGNC:391]	21	70878138	70895537	-1	1	21:70896354-70896599	LINE	1	21:70897177-70897383	shore	CpG:
21	70924836	14	12	85.7	1	ENSBTAG00000004802	0	exon	CEP170B	centrosomal protein 170B [Source:HGNC Symbol;Acc:HGNC:20362]	21	70919570	70983506	1				1	21:70922974-70923235	shore	CpG:
21	70999830	19	18	94.7	1	ENSBTAG00000015160	0	promoter	PLD4	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	21	70999273	71004734	1				1	21:71002890-71003130	shelves	CpG:
21	70999830	19	18	94.7	2	ENSBTAG00000015160	0	intron	PLD4	phospholipase D family member 4 [Source:HGNC Symbol;Acc:HGNC:23792]	21	70999273	71004734	1				1	21:71002890-71003130	shelves	CpG:
21	71050534	26	26	100	1	ENSBTAG00000031242	-1649		CDCA4	cell division cycle associated 4 [Source:HGNC Symbol;Acc:HGNC:14625]	21	71052184	71052852	-1				1	21:71050464-71050877	island	CpG:
21	71273331	10	10	100	1	ENSBTAG00000046364	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1				1	21:71272606-71274674	island	CpG:
21	71302337	12	12	100	1	ENSBTAG00000046364	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1				1	21:71305929-71308145	shelves	CpG:
21	71302337	12	12	100	2	ENSBTAG00000046346	0	intron	PACS2	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]	21	71291846	71316837	1				1	21:71305929-71308145	shelves	CpG:
21	71306897	15	15	100	1	ENSBTAG00000046346	0	exon	PACS2	phosphofurin acidic cluster sorting protein 2 [Source:HGNC Symbol;Acc:HGNC:23794]	21	71291846	71316837	1				1	21:71305929-71308145	island	CpG:
21	71306897	15	15	100	2	ENSBTAG00000046364	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1				1	21:71305929-71308145	island	CpG:
21	71364972	14	14	100	1	ENSBTAG00000047606	0	exon	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]	21	71352590	71373975	1				1	21:71361883-71362158	shelves	CpG:
21	71364972	14	14	100	2	ENSBTAG00000046364	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1				1	21:71361883-71362158	shelves	CpG:
21	71365189	22	20	90.9	1	ENSBTAG00000046364	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1				1	21:71361883-71362158	shelves	CpG:
21	71365189	22	20	90.9	2	ENSBTAG00000047606	0	intron	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]	21	71352590	71373975	1				1	21:71361883-71362158	shelves	CpG:
21	71373241	13	11	84.6	1	ENSBTAG00000047606	0	exon	MTA1	metastasis associated 1 [Source:HGNC Symbol;Acc:HGNC:7410]	21	71352590	71373975	1				1	21:71373169-71373801	island	CpG:
21	71373241	13	11	84.6	2	ENSBTAG00000046364	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MYF4]	21	71189271	71383753	1				1	21:71373169-71373801	island	CpG:
22	1072547	33	2	6	1	ENSBTAG00000011628	+3267		EGFR	epidermal growth factor receptor [Source:HGNC Symbol;Acc:HGNC:3236]	22	892005	1069280	-1							
22	2117179	10	0	0	1	ENSBTAG00000016920	0	promoter	EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	22	2112410	2117440	-1				1	22:2116045-2117708	island	CpG:
22	2117179	10	0	0	2	ENSBTAG00000016920	0	exon	EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	22	2112410	2117440	-1				1	22:2116045-2117708	island	CpG:
22	2119188	18	0	0	1	ENSBTAG00000016920	+1748		EOMES	eomesodermin [Source:HGNC Symbol;Acc:HGNC:3372]	22	2112410	2117440	-1				1	22:2118922-2119895	island	CpG:
22	3053493	17	0	0														1	22:3052758-3054137	island	CpG:
22	5558424	13	10	76.9																	
22	5901645	11	10	90.9											1	22:5901607-5901929	LINE				
22	6229223	26	23	88.4	1	ENSBTAG00000009194	0	exon	OSBPL10	oxysterol binding protein like 10 [Source:HGNC Symbol;Acc:HGNC:16395]	22	6205667	6292521	-1				1	22:6229143-6229528	island	CpG:
22	7285377	24	0	0	1	ENSBTAG00000022744	0	intron	TRIM71	tripartite motif containing 71 [Source:HGNC Symbol;Acc:HGNC:32669]	22	7281419	7341846	1				1	22:7285253-7285509	island	CpG:
22	7671035	19	18	94.7	1	ENSBTAG00000003952	0	intron	FBXL2	F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]	22	7645493	7720326	1	1	22:7670861-7671159	SINE				
22	7711084	23	23	100	1	ENSBTAG00000003952	0	exon	FBXL2	F-box and leucine rich repeat protein 2 [Source:HGNC Symbol;Acc:HGNC:13598]	22	7645493	7720326	1				1	22:7710818-7711189	island	CpG:
22	7734146	40	36	90	1	ENSBTAG00000003968	0	intron	UBP1	upstream binding protein 1 (LBP-1a) [Source:HGNC Symbol;Acc:HGNC:12507]	22	7723060	7785327	-1				1	22:7733210-7734245	island	CpG:
22	10160249	23	4	17.3	1	ENSBTAG00000006735	-635		STAC	SH3 and cysteine rich domain [Source:HGNC Symbol;Acc:HGNC:11353]	22	10160885	10273691	1				1	22:10160525-10161360	shore	CpG:
22	10379654	17	0	0	1	ENSBTAG00000016760	-156		LRRFIP2	LRR binding FLII interacting protein 2 [Source:HGNC Symbol;Acc:HGNC:6703]	22	10379811	10490263	1				1	22:10379443-10380438	island	CpG:
22	10627018	37	0	0														1	22:10626494-10627588	island	CpG:
22	10957298	20	17	85	1	ENSBTAG00000016566	0	intron	ITGA9	integrin alpha-9 precursor  [Source:RefSeq peptide;Acc:NP_001179647]	22	10946332	11306693	1							
22	11035804	14	4	28.5	1	ENSBTAG00000016566	0	intron	ITGA9	integrin alpha-9 precursor  [Source:RefSeq peptide;Acc:NP_001179647]	22	10946332	11306693	1							
22	11814221	29	1	3.4	1	ENSBTAG00000011278	0	promoter	XYLB	xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]	22	11813891	11849423	1				1	22:11813643-11814222	island	CpG:
22	11814221	29	1	3.4	2	ENSBTAG00000011278	0	intron	XYLB	xylulokinase [Source:HGNC Symbol;Acc:HGNC:12839]	22	11813891	11849423	1				1	22:11813643-11814222	island	CpG:
22	11942550	19	17	89.4																	
22	12518407	12	9	75	1	ENSBTAG00000003845	-1985		CSRNP1	cysteine and serine rich nuclear protein 1 [Source:HGNC Symbol;Acc:HGNC:14300]	22	12520393	12532806	-1				1	22:12521557-12521910	shelves	CpG:
22	12966914	29	2	6.8											1	22:12966887-12966922	Simple_repeat	1	22:12966380-12967774	island	CpG:
22	13404095	28	0	0	1	ENSBTAG00000018057	0	utr3	ZNF619	zinc finger protein 619 [Source:HGNC Symbol;Acc:HGNC:26910]	22	13346709	13416401	1				1	22:13403881-13404208	island	CpG:
22	14134380	11	10	90.9																	
22	14996927	11	0	0														1	22:14996716-14997299	island	CpG:
22	15445290	12	11	91.6	1	ENSBTAG00000006563	0	promoter	KLHL40	kelch repeat and BTB domain-containing protein 5  [Source:RefSeq peptide;Acc:NP_001015598]	22	15444466	15451791	1				1	22:15444372-15445313	island	CpG:
22	15445290	12	11	91.6	2	ENSBTAG00000006563	0	exon	KLHL40	kelch repeat and BTB domain-containing protein 5  [Source:RefSeq peptide;Acc:NP_001015598]	22	15444466	15451791	1				1	22:15444372-15445313	island	CpG:
22	15602167	22	9	40.9																	
22	15692971	14	14	100	1	ENSBTAG00000000459	0	utr5	POMGNT2	protein O-linked mannose N-acetylglucosaminyltransferase 2 (beta 1,4-) [Source:HGNC Symbol;Acc:HGNC:25902]	22	15688177	15708173	1							
22	15930611	37	35	94.5	1	ENSBTAG00000008893	-4111		ANO10	anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]	22	15934723	16139094	-1							
22	16129670	36	3	8.3	1	ENSBTAG00000008893	0	intron	ANO10	anoctamin 10 [Source:HGNC Symbol;Acc:HGNC:25519]	22	15934723	16139094	-1	1	22:16129591-16129765	SINE				
22	16904421	34	0	0	1	ENSBTAG00000010832	0	tss	JAGN1	jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]	22	16901720	16904521	-1				1	22:16904409-16904722	island	CpG:
22	16904421	34	0	0	2	ENSBTAG00000010832	0	promoter	JAGN1	jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]	22	16901720	16904521	-1				1	22:16904409-16904722	island	CpG:
22	16904421	34	0	0	3	ENSBTAG00000010832	0	exon	JAGN1	jagunal homolog 1 [Source:HGNC Symbol;Acc:HGNC:26926]	22	16901720	16904521	-1				1	22:16904409-16904722	island	CpG:
22	17024130	18	0	0	1	ENSBTAG00000007776	+1560		BRPF1	bromodomain and PHD finger containing 1 [Source:HGNC Symbol;Acc:HGNC:14255]	22	17009591	17022570	-1				1	22:17024287-17025244	shore	CpG:
22	17609220	19	14	73.6	1	ENSBTAG00000004685	0	exon	SRGAP3	SLIT-ROBO Rho GTPase activating protein 3 [Source:HGNC Symbol;Acc:HGNC:19744]	22	17372630	17613438	1				1	22:17609064-17609326	island	CpG:
22	17819683	37	0	0	1	ENSBTAG00000019772	0	intron	OXTR	oxytocin receptor [Source:HGNC Symbol;Acc:HGNC:8529]	22	17817626	17827292	1				1	22:17819445-17819688	island	CpG:
22	18570693	48	39	81.2														1	22:18570619-18570894	island	CpG:
22	21474088	20	20	100																	
22	22615694	29	2	6.8														1	22:22615676-22615923	island	CpG:
22	23252625	10	10	100	1	ENSBTAG00000019534	-160		TRNT1	tRNA nucleotidyl transferase 1 [Source:HGNC Symbol;Acc:HGNC:17341]	22	23252786	23276374	-1							
22	24381094	19	1	5.2														1	22:24380638-24381698	island	CpG:
22	28239344	34	0	0	1	ENSBTAG00000018644	0	promoter	PDZRN3	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]	22	28238772	28506578	1				1	22:28238537-28239580	island	CpG:
22	28239344	34	0	0	2	ENSBTAG00000018644	0	exon	PDZRN3	PDZ domain containing ring finger 3 [Source:HGNC Symbol;Acc:HGNC:17704]	22	28238772	28506578	1				1	22:28238537-28239580	island	CpG:
22	29606612	26	24	92.3																	
22	35067900	34	0	0	1	ENSBTAG00000010360	-317		LRIG1	leucine rich repeats and immunoglobulin like domains 1 [Source:HGNC Symbol;Acc:HGNC:17360]	22	35068218	35181384	1				1	22:35067385-35068529	island	CpG:
22	37255663	24	24	100											1	22:37255547-37255784	SINE				
22	37931773	41	33	80.4	1	ENSBTAG00000000265	0	intron	SYNPR	synaptoporin [Source:HGNC Symbol;Acc:HGNC:16507]	22	37900573	38097884	-1	1	22:37930688-37931976	Satellite				
22	38979061	17	9	52.9	1	ENSBTAG00000005321	0	intron	CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	22	38689066	39042517	1							
22	38982134	11	4	36.3	1	ENSBTAG00000005321	0	intron	CADPS	calcium dependent secretion activator [Source:HGNC Symbol;Acc:HGNC:1426]	22	38689066	39042517	1							
22	39578927	29	20	68.9	1	ENSBTAG00000021911	0	intron	PTPRG	protein tyrosine phosphatase, receptor type G [Source:HGNC Symbol;Acc:HGNC:9671]	22	39175038	40360572	-1							
22	43272219	24	16	66.6																	
22	43701297	11	8	72.7	1	ENSBTAG00000022004	0	intron	FLNB	filamin B [Source:HGNC Symbol;Acc:HGNC:3755]	22	43674720	43815706	-1							
22	44278854	11	9	81.8	1	ENSBTAG00000020802	0	intron		Uncharacterized protein  [Source:UniProtKB/TrEMBL;Acc:G3MZG0]	22	44235618	44376594	1				1	22:44278018-44278702	shore	CpG:
22	45094653	14	1	7.1	1	ENSBTAG00000010029	0	promoter	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]	22	45094510	45555745	1				1	22:45094113-45094845	island	CpG:
22	45094653	14	1	7.1	2	ENSBTAG00000010029	0	utr5	ERC2	ELKS/RAB6-interacting/CAST family member 2 [Source:HGNC Symbol;Acc:HGNC:31922]	22	45094510	45555745	1				1	22:45094113-45094845	island	CpG:
22	46108929	33	4	12.1	1	ENSBTAG00000020221	0	intron	WNT5A	Wnt family member 5A [Source:HGNC Symbol;Acc:HGNC:12784]	22	46096245	46112683	1				1	22:46108486-46108892	shore	CpG:
22	47373310	34	0	0														1	22:47372921-47375319	island	CpG:
22	47400893	14	0	0	1	ENSBTAG00000044233	-1936		U6	U6 spliceosomal RNA [Source:RFAM;Acc:RF00026]	22	47402830	47402923	-1				1	22:47400818-47401266	island	CpG:
22	47614045	27	17	62.9	1	ENSBTAG00000011178	0	intron	IL17RB	interleukin 17 receptor B [Source:HGNC Symbol;Acc:HGNC:18015]	22	47609791	47625159	-1							
22	49032509	44	0	0	1	ENSBTAG00000047658	0	tss	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	22	49019728	49032603	-1				1	22:49032168-49033127	island	CpG:
22	49032509	44	0	0	2	ENSBTAG00000047658	0	promoter	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	22	49019728	49032603	-1				1	22:49032168-49033127	island	CpG:
22	49032509	44	0	0	3	ENSBTAG00000047658	0	utr5	PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	22	49019728	49032603	-1				1	22:49032168-49033127	island	CpG:
22	49032708	26	0	0	1	ENSBTAG00000047658	+105		PHF7	PHD finger protein 7 [Source:HGNC Symbol;Acc:HGNC:18458]	22	49019728	49032603	-1				1	22:49032168-49033127	island	CpG:
22	49183089	32	0	0	1	ENSBTAG00000002960	0	promoter			22	49182445	49227366	1				1	22:49182125-49183140	island	CpG:
22	49183089	32	0	0	2	ENSBTAG00000002960	0	intron			22	49182445	49227366	1				1	22:49182125-49183140	island	CpG:
22	49232977	13	13	100	1	ENSBTAG00000018198	0	exon		Toll-like receptor 9  [Source:UniProtKB/TrEMBL;Acc:A5H631]	22	49229610	49233939	1				1	22:49232882-49233769	island	CpG:
22	49687456	16	9	56.2	1	ENSBTAG00000034796	-272		TEX264	testis expressed 264 [Source:HGNC Symbol;Acc:HGNC:30247]	22	49687729	49717832	-1				1	22:49684814-49685061	shelves	CpG:
22	49848797	33	0	0	1	ENSBTAG00000006501	-8674		DCAF1	DDB1 and CUL4 associated factor 1 [Source:HGNC Symbol;Acc:HGNC:30911]	22	49857472	49936603	1				1	22:49848529-49849581	island	CpG:
22	50593773	18	2	11.1	1	ENSBTAG00000000484	0	promoter	HYAL2	hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	22	50592324	50597462	1				1	22:50593233-50593980	island	CpG:
22	50593773	18	2	11.1	2	ENSBTAG00000000484	0	utr5	HYAL2	hyaluronoglucosaminidase 2 [Source:HGNC Symbol;Acc:HGNC:5321]	22	50592324	50597462	1				1	22:50593233-50593980	island	CpG:
22	50623676	12	12	100	1	ENSBTAG00000000480	0	intron	IFRD2	interferon related developmental regulator 2 [Source:HGNC Symbol;Acc:HGNC:5457]	22	50610662	50637639	1							
22	50691279	26	0	0	1	ENSBTAG00000020645	+272		GNAI2	G protein subunit alpha i2 [Source:HGNC Symbol;Acc:HGNC:4385]	22	50670852	50691007	-1				1	22:50690788-50691587	island	CpG:
22	50717048	61	1	1.6	1	ENSBTAG00000008509	0	promoter	SLC38A3	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	22	50702769	50717523	-1				1	22:50716707-50717676	island	CpG:
22	50717048	61	1	1.6	2	ENSBTAG00000008509	0	utr5	SLC38A3	solute carrier family 38 member 3 [Source:HGNC Symbol;Acc:HGNC:18044]	22	50702769	50717523	-1				1	22:50716707-50717676	island	CpG:
22	50760806	16	0	0	1	ENSBTAG00000018307	+4349		SEMA3F	semaphorin 3F [Source:HGNC Symbol;Acc:HGNC:10728]	22	50733157	50756457	-1				1	22:50760288-50761464	island	CpG:
22	50935739	11	11	100	1	ENSBTAG00000015046	0	intron	MST1R	macrophage stimulating 1 receptor [Source:HGNC Symbol;Acc:HGNC:7381]	22	50928327	50941427	1							
22	51052176	11	0	0	1	ENSBTAG00000032026	-335		GMPPB	GDP-mannose pyrophosphorylase B [Source:HGNC Symbol;Acc:HGNC:22932]	22	51052512	51054893	1				1	22:51051977-51053020	island	CpG:
22	51072916	30	28	93.3	1	ENSBTAG00000011588	0	exon	RNF123	ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]	22	51054914	51078183	-1				1	22:51071926-51072272	shore	CpG:
22	51072916	30	28	93.3	1	ENSBTAG00000011588	0	exon	RNF123	ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]	22	51054914	51078183	-1				2	22:51070920-51071131	shore	CpG:
22	51079453	42	0	0	1	ENSBTAG00000011588	+1270		RNF123	ring finger protein 123 [Source:HGNC Symbol;Acc:HGNC:21148]	22	51054914	51078183	-1				1	22:51079524-51080168	shore	CpG:
22	51108018	20	14	70	1	ENSBTAG00000011581	0	exon	BSN	bassoon presynaptic cytomatrix protein [Source:HGNC Symbol;Acc:HGNC:1117]	22	51104195	51175293	-1				1	22:51107578-51108556	island	CpG:
22	51206932	23	0	0	1	ENSBTAG00000011580	+6606		DAG1	dystroglycan 1 [Source:HGNC Symbol;Acc:HGNC:2666]	22	51187154	51200326	-1				1	22:51206741-51207498	island	CpG:
22	51324865	44	0	0	1	ENSBTAG00000004279	+1772		RHOA	ras homolog family member A [Source:HGNC Symbol;Acc:HGNC:667]	22	51277867	51323093	1				1	22:51324857-51326028	island	CpG:
22	51449908	19	10	52.6	1	ENSBTAG00000022635	-6291		LAMB2	laminin subunit beta 2 [Source:HGNC Symbol;Acc:HGNC:6487]	22	51456200	51470441	1				1	22:51448270-51448485	shore	CpG:
22	51560035	37	22	59.4	1	ENSBTAG00000005490	0	intron	P4HTM	prolyl 4-hydroxylase, transmembrane [Source:HGNC Symbol;Acc:HGNC:28858]	22	51556260	51569916	-1				1	22:51555477-51556686	shelves	CpG:
22	51860231	18	15	83.3	1	ENSBTAG00000019081	0	promoter	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	22	51859652	51889946	1				1	22:51859386-51860389	island	CpG:
22	51860231	18	15	83.3	2	ENSBTAG00000019081	0	exon	COL7A1	collagen type VII alpha 1 chain [Source:HGNC Symbol;Acc:HGNC:2214]	22	51859652	51889946	1				1	22:51859386-51860389	island	CpG:
22	52806160	29	28	96.5	1	ENSBTAG00000015782	0	intron	SCAP	SREBF chaperone [Source:HGNC Symbol;Acc:HGNC:30634]	22	52768660	52818675	1							
22	53224445	14	0	0	1	ENSBTAG00000016948	+331		PTH1R	parathyroid hormone 1 receptor [Source:HGNC Symbol;Acc:HGNC:9608]	22	53161302	53224114	-1				1	22:53223903-53224449	island	CpG:
22	53480330	11	6	54.5	1	ENSBTAG00000008013	0	intron	LRRC2	leucine rich repeat containing 2 [Source:HGNC Symbol;Acc:HGNC:14676]	22	53448776	53486047	1							
22	53635951	21	10	47.6											1	22:53633983-53636681	Satellite				
22	53646560	25	23	92											1	22:53644951-53646941	Satellite				
22	53925819	11	10	90.9	1	ENSBTAG00000048004	+1386				22	53923881	53924433	-1				1	22:53925767-53926148	island	CpG:
22	54206969	10	10	100	1	ENSBTAG00000003501	0	intron	SACM1L	SAC1 suppressor of actin mutations 1-like (yeast) [Source:HGNC Symbol;Acc:HGNC:17059]	22	54199066	54252163	-1							
22	54642866	23	21	91.3	1	ENSBTAG00000031287	+5901		TMEM158	transmembrane protein 158 (gene/pseudogene) [Source:HGNC Symbol;Acc:HGNC:30293]	22	54635351	54636965	1	1	22:54642649-54642921	SINE				
22	54993816	46	0	0	1	ENSBTAG00000017825	0	tss	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]	22	54958550	54993723	-1				1	22:54993482-54993952	island	CpG:
22	54993816	46	0	0	2	ENSBTAG00000017825	0	promoter	SEC13	SEC13 homolog, nuclear pore and COPII coat complex component [Source:HGNC Symbol;Acc:HGNC:10697]	22	54958550	54993723	-1				1	22:54993482-54993952	island	CpG:
22	55062810	15	8	53.3	1	ENSBTAG00000001305	0	intron	ATP2B2	plasma membrane calcium-transporting ATPase 2  [Source:RefSeq peptide;Acc:NP_001178174]	22	55001027	55302080	-1				1	22:55062680-55063128	island	CpG:
22	55822584	28	0	0														1	22:55822164-55823132	island	CpG:
22	56204255	19	12	63.1	1	ENSBTAG00000035827	0	intron	ATG7	autophagy related 7 [Source:HGNC Symbol;Acc:HGNC:16935]	22	55944219	56217921	1				1	22:56204455-56204687	shore	CpG:
22	56236303	23	0	0	1	ENSBTAG00000018600	0	intron	VGLL4	vestigial like family member 4 [Source:HGNC Symbol;Acc:HGNC:28966]	22	56220084	56290873	-1				1	22:56236177-56236413	island	CpG:
22	56509580	43	32	74.4											1	22:56509572-56509771	SINE				
22	56785889	31	0	0	1	ENSBTAG00000001814	0	intron	PLXND1	plexin D1 [Source:HGNC Symbol;Acc:HGNC:9107]	22	56774467	56824220	1				1	22:56785007-56785313	shore	CpG:
22	56932906	18	18	100	1	ENSBTAG00000019121	0	intron	IFT122	intraflagellar transport 122 [Source:HGNC Symbol;Acc:HGNC:13556]	22	56881079	56948817	-1							
22	57016723	37	1	2.7	1	ENSBTAG00000015273	0	promoter	CAND2	cullin-associated NEDD8-dissociated protein 2  [Source:RefSeq peptide;Acc:NP_001193472]	22	56990323	57017221	-1				1	22:57016636-57017025	island	CpG:
22	57016723	37	1	2.7	2	ENSBTAG00000015273	0	intron	CAND2	cullin-associated NEDD8-dissociated protein 2  [Source:RefSeq peptide;Acc:NP_001193472]	22	56990323	57017221	-1				1	22:57016636-57017025	island	CpG:
22	57592971	35	22	62.8	1	ENSBTAG00000020260	0	intron	SYN2	synapsin II [Source:HGNC Symbol;Acc:HGNC:11495]	22	57571319	57619684	-1							
22	57929744	10	0	0	1	ENSBTAG00000013716	0	intron	NR2C2	nuclear receptor subfamily 2 group C member 2 [Source:HGNC Symbol;Acc:HGNC:7972]	22	57916365	57951507	-1				1	22:57925517-57926126	shelves	CpG:
22	58098466	16	16	100	1	ENSBTAG00000006789	0	intron	FGD5	FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]	22	58037233	58148743	-1				1	22:58100175-58100401	shore	CpG:
22	58142891	21	18	85.7	1	ENSBTAG00000006789	0	intron	FGD5	FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]	22	58037233	58148743	-1				1	22:58146043-58148595	shelves	CpG:
22	58148333	13	9	69.2	1	ENSBTAG00000006789	0	promoter	FGD5	FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]	22	58037233	58148743	-1				1	22:58146043-58148595	island	CpG:
22	58148333	13	9	69.2	2	ENSBTAG00000006789	0	exon	FGD5	FYVE, RhoGEF and PH domain containing 5 [Source:HGNC Symbol;Acc:HGNC:19117]	22	58037233	58148743	-1				1	22:58146043-58148595	island	CpG:
22	58186558	25	4	16														1	22:58188196-58188462	shore	CpG:
22	58194110	14	11	78.5	1	ENSBTAG00000040133	-7969		C3orf20	chromosome 3 open reading frame 20 [Source:HGNC Symbol;Acc:HGNC:25320]	22	58202080	58253054	-1							
22	58445494	20	11	55	1	ENSBTAG00000011088	-2597		SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	22	58448092	58494802	-1				1	22:58444853-58445065	shore	CpG:
22	58445494	20	11	55	1	ENSBTAG00000011088	-2597		SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	22	58448092	58494802	-1				2	22:58446604-58447138	shore	CpG:
22	58445494	20	11	55	1	ENSBTAG00000011088	-2597		SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	22	58448092	58494802	-1				3	22:58443258-58443495	shore	CpG:
22	58495544	11	6	54.5	1	ENSBTAG00000011088	+742		SLC6A6	solute carrier family 6 member 6 [Source:HGNC Symbol;Acc:HGNC:11052]	22	58448092	58494802	-1				1	22:58494534-58494755	shore	CpG:
22	58561643	18	15	83.3														1	22:58561371-58561662	island	CpG:
22	58625292	37	22	59.4														1	22:58624453-58624727	shore	CpG:
22	58626590	11	10	90.9											1	22:58626452-58626605	SINE	1	22:58624453-58624727	shore	CpG:
22	58649555	38	33	86.8														1	22:58649220-58649700	island	CpG:
22	58974588	50	0	0														1	22:58974242-58974693	island	CpG:
22	58996431	33	28	84.8	1	ENSBTAG00000004014	0	intron	FBLN2	fibulin 2 [Source:HGNC Symbol;Acc:HGNC:3601]	22	58990282	59038424	-1	1	22:58996429-58996537	LINE	1	22:58995699-58996072	shore	CpG:
